RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
DE03287	529900O36LIHML9KNF05	DE	GEFA BANK GmbH	Postfach	Robert-Daum-Platz 1	42117	Wuppertal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03288	529900DSJ4S9VXG0FS94	DE	TARGOBANK AG	Postfach 1	Kasernenstraße 10	40213	Düsseldorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03293	5299002CRNX7K6KOL397	DE	Santander Consumer Bank Aktiengesellschaft	Postfach 1	Santander-Platz 1	41061	Mönchengladbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03361	529900T9MJ6GH7X6QA19	DE	Bank11 für Privatkunden und Handel GmbH		Hammer Landstraße 91	41460	Neuss	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03369	529900U1VF734FP08987	DE	Hanseatic Bank GmbH & Co KG	Postfach 5	Fuhlsbüttler Straße 437	22309	Hamburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03383	529900CLVK38HUKPKF71	DE	Süd-West-Kreditbank Finanzierung GmbH	Postfach 1	Isaac-Fulda-Allee 2 c	55124	Mainz a Rhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03388	52990056C1E0V96O5B50	DE	CreditPlus Bank Aktiengesellschaft	Postfach 1	Augustenstraße 7	70178	Stuttgart	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03392	D2OIGPB6E66YOBJ9GT20	DE	BMW Bank GmbH		Lilienthalallee 26	80939	München	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03402	529900GJD3OQLRZCKW37	DE	Volkswagen Bank Gesellschaft mit beschränkter Haftung		Gifhorner Straße 57	38112	Braunschweig	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03430	529900SU9499SQ6N8G87	DE	Brühler Bank eG		Tiergartenstraße 1-7	50321	Brühl, Rheinl.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03437	39120001JU55JVHKXB23	DE	RCI Banque S.A. Niederlassung Deutschland		Jagenbergstraße 1	41468	Neuss	Credit Institution	FR	RCI Banque	FR11188	96950001WI712W7PQG45	Euro Area BSI Statistics full (non-tail) reporter
DE03439	529900W1M53OKIAJ5A09	DE	akf bank GmbH & Co KG	Postfach 2	Am Diek 50	42277	Wuppertal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03444	529900R2ND5XI26DZ328	DE	OYAK ANKER Bank GmbH	Postfach 7	Lyoner Straße 9	60528	Frankfurt am Main	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03467	549300GDPG70E3MBBU98	DE	Kreditanstalt für Wiederaufbau	Postfach 1	Palmengartenstraße 5-9	60325	Frankfurt am Main	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03468	529900Z3J0N6S0F7CT25	DE	Landwirtschaftliche Rentenbank	Postfach 1	Theodor-Heuss-Allee 80	60486	Frankfurt am Main	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03471	529900K094KMHKJ4TS82	DE	LfA Förderbank Bayern	Postfach 2	Königinstraße 17	80539	München	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03472	EZKODONU5TYHW4PP1R34	DE	Aareal Bank AG	Postfach 2	Paulinenstraße 15	65189	Wiesbaden	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03475	529900DSIVJWCUQUMP41	DE	AKA Ausfuhrkredit-Gesellschaft mit beschränkter Haftung	Postfach 1	Große Gallusstraße 1-7	60311	Frankfurt am Main	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03478	PWEFG14QWWESISQ84C69	DE	IKB Deutsche Industriebank Aktiengesellschaft	Postfach 1	Wilhelm-Bötzkes-Straße 1	40474	Düsseldorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03483	391200Q534V41LDZGP12	DE	Saarländische Investitionskreditbank Aktiengesellschaft	Postfach 1	Franz-Josef-Röder-Straße 17	66119	Saarbrücken	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03488	391200VR9TMTCN12IY45	DE	TEBA Kreditbank GmbH & Co. KG	Postfach 1	Lindenstraße 5	94405	Landau a.d. Isar	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03490	39120020BBOSP6DZUC29	DE	Europäisch-Iranische Handelsbank Aktiengesellschaft	Postfach 1	Depenau 2	20095	Hamburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03492	529900DFGOXK0YLFQ697	DE	Pax-Bank für Kirche und Caritas eG	Postfach 1	Kamp 17	33098	Paderborn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03493	529900MSQWX4JX5R4A86	DE	Sparkasse Markgräflerland	Postfach 1	Am Messeplatz 1	79576	Weil am Rhein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03494	391200NCIUDBLHOE6C73	DE	CB Bank GmbH	Postfach 0	Gabelsbergerstraße 32	94315	Straubing	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03498	213800YDRT813XKUGL94	DE	The Bank of New York Mellon Filiale Frankfurt am Main		Friedrich-Ebert-Anlage 49 (MesseTurm)	60308	Frankfurt am Main	Credit Institution	US	BANK OF NEW YORK MELLON	US0ECBM00041	HPFHU0OQ28E4N0NFVK49	Euro Area BSI Statistics full (non-tail) reporter
DE03507		DE	Banco Santander, S.A. Filiale Frankfurt	Postfach 1	Taunusanlage 9 - 10 (Marienturm)	60329	Frankfurt am Main	Credit Institution	ES	Banco Santander, S.A.	ES0049	5493006QMFDDMYWIAM13	Euro Area BSI Statistics full (non-tail) reporter
DE03514	391200EXQ8RMJF0SLW44	DE	Raisin Bank AG		Niedenau 61-63	60325	Frankfurt am Main	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03515		DE	Wells Fargo Bank International UC, Niederlassung Frankfurt		Friedrich-Ebert-Anlage 49	60308	Frankfurt am Main	Credit Institution	IE	Wells Fargo Bank International Unlimited Company	IEC44686	SX0CI4F7GVW5530ZMN03	Euro Area BSI Statistics full (non-tail) reporter
DE03535	5299002DMWV5MBDB5504	DE	RAIFFEISENBANK HARDT-BRUHRAIN eG	Postfach 8	Hauptstraße 53-55	76706	Dettenheim	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03536	529900TGONABTUJ96595	DE	Volksbank Limbach eG		Ringstraße 5	74838	Limbach, Baden	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03544	529900P103HNI68TV259	DE	Raiffeisenbank Baiertal eG		Alte Bahnhofstraße 10	69168	Wiesloch	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03545	529900KP60PA0ZW0FO21	DE	Raiffeisenbank Wyhl eG		Hauptstraße 27/29	79369	Wyhl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03546	529900ZMDTSQYEYCKL45	DE	VR TeilhaberBank Metropolregion Nürnberg eG	Postfach 3	Bahnhofstraße 2	91413	Neustadt a.d. Aisch	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03548	529900B0CY07L22N6B17	DE	Freisinger Bank eG Volksbank-Raiffeisenbank	Postfach 1	Münchner Straße 2	85354	Freising, Oberbay	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03551	529900UOB3KGY06YJ666	DE	Volksbank Raiffeisenbank AmmerGäu eG		Gäustraße 5	72108	Rottenburg am Neckar	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03553	529900ZB4NCETE37DG53	DE	Raiffeisenbank Böllingertal eG		Am Ratsplatz 1	74078	Heilbronn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03556	529900I7H5MTC4UX0890	DE	Raiffeisenbank im Kreis Calw eG		Untere Torstraße 5	75387	Neubulach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03564	529900DTJBS7IK0LHB77	DE	Raiffeisenbank Geislingen-Rosenfeld eG	Postfach 4	Vorstadtstraße 1	72351	Geislingen b Balingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03569	5299004V945VS3CN3I34	DE	Raiffeisenbank Rosenstein eG	Postfach 1	Bahnhofstraße 2	73540	Heubach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03583	391200DRLB1DHUMB0N77	DE	Raiffeisenbank Donau-Heuberg, eingetragene Genossenschaft	Postfach 6	Am Gewerbering 1	78570	Mühlheim an der Donau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03588	5299008BSVA4NY593212	DE	Raiffeisenbank MEHR eG Mosel - Eifel - Hunsrück - Region		Koblenzer Straße 52	56759	Kaisersesch	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03592	5299002HYGKN2PVW0806	DE	Raiffeisenbank eG		Hamburger Straße 30	23816	Leezen, Holstein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03596	52990017DZKEH3Q6PV63	DE	VR Bank Schleswig-Holstein Mitte eG		Werner-von-Siemens-Straße 44 - 48	24783	Osterrönfeld	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03612	529900JVAQ2RH5LH1O53	DE	Raiffeisenbank Westhausen eG	Postfach 8	Deutschordenstraße 1	73463	Westhausen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03617	529900S24NBYGGVAFY08	DE	VR-Bank Alb-Blau-Donau eG	Postfach 1	Bahnhofstraße 15	89584	Ehingen (Donau)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03619	529900GK2AGSDVLQ0P42	DE	Bopfinger Bank Sechta-Ries eG		Hauptstraße 1	73441	Bopfingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03625	529900CNL32BATSBXF59	DE	VR GenoBank DonauWald eG	Postfach 1	Raiffeisenstraße 1	94234	Viechtach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03626	529900WR23V1DVUYDZ68	DE	Raiffeisenbank Westkreis Fürstenfeldbruck eG	Postfach 1	Landsberger Straße 3	82272	Moorenweis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03629	529900SN472TILH3RM57	DE	Raiffeisenbank im Nürnberger Land eG	Postfach 1	Raiffeisen-Platz 1	90537	Feucht	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03633	529900Q4W1LSVUCO8L66	DE	Raiffeisenbank im Oberland eG		Albert-Schäffenacker-Straße 5	83646	Bad Tölz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03635	529900PJXMMZ3I6O2U89	DE	Raiffeisenbank Elsavatal eG	Postfach 1	Raiffeisenplatz 1	63863	Eschau, Unterfr.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03636	529900BVUP40I1J7ZH60	DE	Raiffeisenbank Burgebrach - Stegaurach eG		Hauptstraße 33	96138	Burgebrach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03639	529900KWP4IL455GCD79	DE	Raiffeisenbank DreiFranken eG		Raiffeisenplatz 1	91093	Heßdorf, Mittelfr.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03641	529900K9FOE0UY64YI94	DE	Raiffeisenbank Unteres Inntal eG		Raiffeisenplatz 1	94152	Neuhaus a. Inn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03649	529900NR1G2B6QARQS38	DE	Raiffeisenbank Regenstauf eG		Marktplatz 8	93128	Regenstauf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03651	5299001THP8063ERVG26	DE	Raiffeisenbank Südliches Ostallgäu eG		Hauptstraße 49	87637	Seeg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03669	529900OTV4FX3MU97R40	DE	Raiffeisen-Volksbank Ries eG	Postfach 1	Bei den Kornschrannen 4 und 5	86720	Nördlingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03671	529900ESVTSPIVSA2L74	DE	Raiffeisenbank Altmühl-Jura eG	Postfach 8	Marktplatz 9	91171	Greding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03672	529900H2GFWQHEDEKO08	DE	Raiffeisenbank Oberland eG	Postfach 1	Marktstraße 26	95352	Marktleugast	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03692	391200RLP67P1PLUIL60	DE	VR SüdBank eG	Postfach 3	Bregenzer Straße 29	88131	Lindau (Bodensee)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03694	391200CDQ7X2QTQZL888	DE	VR-MainBank eG	Postfach 1	Breslauer Straße 6	97447	Gerolzhofen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03695	391200KUCWY0JM6JYX82	DE	Raiffeisenbank im Oberpfälzer Jura eG		Marktstraße 3	92331	Parsberg, Oberpf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03696	529900MARYDWJGM2GI63	DE	VR-Bank Main-Rhön eG		Felix-Wankel-Straße 5	97526	Sennfeld, Unterfr.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03699	3912006KOLR69ZPPEZ32	DE	Raiffeisenbank Bad Kötzting eG		Marktstraße 31	93444	Bad Kötzting	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03709	529900ZJ6N895Y958S17	DE	Raiffeisenbank Pfaffenhofen a.d. Glonn eG		Marktstraße 27	85235	Odelzhausen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03715	5299008N1FFXN4XXM058	DE	Raiffeisenbank Geiselhöring-Pfaffenberg eG		Stadtplatz 24	94333	Geiselhöring	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03720	3912003ZQPUUJQXOMV16	DE	Raiffeisenbank Wegscheid eG	Postfach 1	Marktstraße 16	94110	Wegscheid, Niederbayern	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03728	5299000G88VRM4ANQO92	DE	Raiffeisenbank Buch-Eching eG		Hauptstraße 14	84174	Eching, Niederbay.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03734	529900TGDHK5JPOBGW93	DE	Raiffeisen-Volksbank Donauwörth eG	Postfach 1	Hindenburgstraße 8	86609	Donauwörth	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03739	529900GDURGTIB6S6B27	DE	Raiffeisenbank im Donautal eG		Ettinger Straße 3	85080	Gaimersheim	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03743	529900EP541D63MYPD84	DE	Raiffeisenbank Griesstätt - Halfing eG		Kirchplatz 8	83128	Halfing	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03749	529900K4NCP94LQNCG60	DE	Raiffeisenbank Schwaben Mitte eG	Postfach 1	Luitpoldstraße 2	86381	Krumbach (Schwaben)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03784	529900LG6H0NY5EF9I06	DE	Bankhaus RSA eG		Hauptstraße 8	83562	Rechtmehring	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03787	5299001U5LX7XCP9HW36	DE	Raiffeisenbank Grävenwiesbach eG		Frankfurter Straße 44	61279	Grävenwiesbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03788	5299004C94OCSH482642	DE	Volksbank eG	Postfach 1	Hauptstraße 39	36355	Grebenhain	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03791	529900Z0C5X4H61UBM90	DE	Volksbank Ober-Mörlen eG		Frankfurter Straße 16-20	61239	Ober-Mörlen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03812	529900G0Q60XG5UANA05	DE	VR Bank Main-Kinzig-Büdingen eG		Bahnhofstraße 16	63654	Büdingen, Hess	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03817	52990024G0N1T9LQAJ26	DE	Raiffeisenbank eG	Postfach 1	Hauptstraße 2-4	63517	Rodenbach b Hanau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03824	391200WZWLCRZR8RPN77	DE	Raiffeisenbank HessenNord eG	Postfach 1	Burgstraße 28-30	34466	Wolfhagen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03833	529900FY7LO3LIT6YC76	DE	Volksbank Winsener Marsch eG		Elbuferstraße 117	21436	Marschacht	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03840	529900AM960BZ8LFB287	DE	Raiffeisenbank Strücklingen-Idafehn eG	Postfach 1	Hauptstraße 188	26842	Ostrhauderfehn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03860	529900YJK5DRCFU0KC32	DE	Volksbank Berg eG	Postfach 1	Hochstraße 38	51688	Wipperfürth	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03865	5299002Z1GJN6DXKXW83	DE	Raiffeisen-Bank Eschweiler eG	Postfach 1	Franzstraße 8-10	52249	Eschweiler, Rheinl.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03891	529900QESV4QFQE7FQ87	DE	Volksbank im Hochsauerland eG	Postfach 1	Hauptstraße 55	59889	Eslohe, Sauerland	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03895	391200XDMZFSD2Q2X176	DE	Volksbank Südkirchen - Capelle - Nordkirchen eG		Lüdinghauser Straße 3	59394	Nordkirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03904	529900Z51L8PCJ126K17	DE	Raiffeisenbank "Nahe" eG		Hauptstraße 11-13	55743	Fischbach bei Idar-Oberstein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03917	529900MBFU46N7U7MF46	DE	VR Bank Südpfalz eG		Waffenstraße 15	76829	Landau in der Pfalz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03918	52990021LM3ST875ZA38	DE	Raiffeisenbank Westeifel eG	Postfach 1	Teichstraße 24	54614	Schönecken	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03929	529900EBYBAMKPTOSI76	DE	Raiffeisenbank eG		Robert-Stock-Straße 13	19230	Hagenow	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03934	5299005ESR0IPYWFYP06	DE	Raiffeisenbank Elbmarsch eG		Wedeler Chaussee 21	25492	Heist	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03940	529900XWV31JAWSOSC91	DE	Volksbank Niedergrafschaft eG		Neuenhauser Straße 15	49843	Uelsen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03942	529900IYNHP5CDKJ0H86	DE	Sparkasse Kinzigtal	Postfach 1	Hauptstraße 12	77716	Haslach im Kinzigtal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03943	529900FS9462U7FFUX40	DE	Sparkasse Hanauerland	Postfach 1	Hauptstraße 88	77694	Kehl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03945	529900J22KONHE9LUS19	DE	Sparkasse Hochschwarzwald	Postfach 1	Hauptstraße 5	79199	Kirchzarten, Breisgau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03946	52990008SP9ETV9I7047	DE	Kreissparkasse Ostalb	Postfach 1	Sparkassenplatz 1	73430	Aalen, Württ	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03947	5299007DRP3741GOZM90	DE	Kreissparkasse Böblingen	Postfach 1	Wolfgang-Brumme-Allee 1	71034	Böblingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03948	529900ICDZY7LEZHKJ46	DE	Kreissparkasse Esslingen-Nürtingen	Postfach 1	Bahnhofstraße 8	73728	Esslingen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03949	52990089VQI5JDZGY376	DE	Sparkasse Hohenlohekreis	Postfach 1	Konsul-Uebele-Straße 11	74653	Künzelsau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03950	529900L26863H1FN4S52	DE	Kreissparkasse Ludwigsburg	Postfach 6	Schillerplatz 6	71638	Ludwigsburg, Württ.	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03951	5299002GZMVW234JRW43	DE	Kreissparkasse Ravensburg	Postfach 1	Meersburger Straße 1	88213	Ravensburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03952	529900N0H2HE3LSN9V49	DE	Sparkasse Schwäbisch Hall-Crailsheim	Postfach 1	Hafenmarkt 1	74523	Schwäbisch Hall	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03953	5299007GMRYEAD6PRW15	DE	Kreissparkasse Waiblingen	Postfach 1	Alter Postplatz 8	71332	Waiblingen, Rems	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03954	529900VU0QU9PDVTQ128	DE	Kreissparkasse Heinsberg - Zweckverbandssparkasse des Kreises Heinsberg und der Stadt Erkelenz -	Postfach 1	Dr.-Eberle-Platz 1	41812	Erkelenz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03956	529900D0GBT27T9NB551	DE	Sparkasse Bielefeld	Postfach 1	Schweriner Straße 5	33605	Bielefeld	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03958	529900KO4FARHCMXNJ85	DE	Kreissparkasse Bitburg-Prüm	Postfach 1	Trierer Straße 46	54634	Bitburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03969	529900WMBOJTFWCJ6Z71	DE	norisbank GmbH		Bundeskanzlerplatz 4	53113	Bonn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
DE03973	52990026HQOTT4AJP655	DE	GLS Gemeinschaftsbank e.G.	Postfach 1	Christstraße 9	44789	Bochum	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
